,container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country
342,Author,['basics'],-CFL8DYAAAAJ,AUTHOR_PROFILE_PAGE,Hui Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-CFL8DYAAAAJ&citpid=2,"Associate Professor, Institute of Acoustics, School of Physics in Nanjing University","['Acoustics', 'Sound', 'Ultrasonics', 'Vibration', 'NDT']",@nju.edu.cn,,4025,8752502527516415164,Nanjing University,China
343,Author,['basics'],0SZVO0sAAAAJ,AUTHOR_PROFILE_PAGE,Fangzhao Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0SZVO0sAAAAJ&citpid=2,Microsoft,['Responsible AI'],@microsoft.com,,5878,12331530069074480064,Microsoft Corporation,USA
344,Author,['basics'],28CWXPUAAAAJ,AUTHOR_PROFILE_PAGE,Kurt Mehlhorn,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=28CWXPUAAAAJ&citpid=2,"Professor of Computer Science, Max Planck Institute for Informatics, Saarland Informatics Campus","['Algorithms', 'Computational Geometry', 'Computer Algebra', 'Algorithm Engineering']",@mpi-inf.mpg.de,https://people.mpi-inf.mpg.de/~mehlhorn/,26698,12535683263781636149,Max Planck Institute for Informatics,Switzerland
345,Author,['basics'],rAHFZlUAAAAJ,AUTHOR_PROFILE_PAGE,Mohammad Sadeq Dousti,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rAHFZlUAAAAJ&citpid=2,"Ph.D., Johannes Gutenberg University of Mainz, Germany","['Cryptography', 'Complexity Theory', 'Security']",@uni-mainz.de,,63,4253128451676025523,"Johannes Gutenberg University, Mainz",Germany
346,Author,['basics'],D2P2B0MAAAAJ,AUTHOR_PROFILE_PAGE,Chris Jermaine,,"Associate Professor of Computer Science, Rice University","['Databases', 'Data Management', 'Data Analytics']",@cs.rice.edu,,4958,11940724553757128128,Rice University,USA
347,Author,['basics'],0cSioFgAAAAJ,AUTHOR_PROFILE_PAGE,Dimitris Sacharidis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0cSioFgAAAAJ&citpid=2,Université Libre de Bruxelles (ULB),['Responsible Data Science'],@ulb.be,https://dsachar.net/,1591,,,
348,Author,['basics'],R2ShoB8AAAAJ,AUTHOR_PROFILE_PAGE,XIN Hao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R2ShoB8AAAAJ&citpid=1,HKUST,['knowledge graph'],@connect.ust.hk,http://home.cse.ust.hk/~hxinaa/,313,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
349,Author,['basics'],4SUAgfAAAAAJ,AUTHOR_PROFILE_PAGE,Jianhua He,,University of Essex,"['5G/6G', 'connected autonomous vehicles', 'IoT', 'mobile edge computing', 'deep learning']",@essex.ac.uk,https://www.essex.ac.uk/people/hejia61606/jianhua-he,5110,5985253823838700765,University of Essex,UK
350,Author,['basics'],OYNQpFYAAAAJ,AUTHOR_PROFILE_PAGE,Chen Tian,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OYNQpFYAAAAJ&citpid=1,Prof. of Nanjing University,"['Data Center Networking', 'Network Function Virtualisation', 'Content Distribution']",@nju.edu.cn,http://cs.nju.edu.cn/tianchen,5421,8752502527516415164,Nanjing University,China
351,Author,['basics'],lBsrgGsAAAAJ,AUTHOR_PROFILE_PAGE,Qing Xiang,,"Professor of Mathematics, University of Delaware","['Combinatorics', 'Coding Theory', 'Finite Geometry', 'Association Schemes', 'Additive Combinatorics']",@udel.edu,http://math.udel.edu/~xiang,1922,9340941294191691364,University of Delaware,USA
352,Author,['basics'],qQfkXxcAAAAJ,AUTHOR_PROFILE_PAGE,Haitao Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qQfkXxcAAAAJ&citpid=2,Microsoft,"['Networking', 'Datacenter', 'QoS', 'TCP/IP', 'Wireless']",@microsoft.com,,9025,12331530069074480064,Microsoft Corporation,USA
353,Author,['basics'],44WpWR4AAAAJ,AUTHOR_PROFILE_PAGE,Xiaoxing Ma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=44WpWR4AAAAJ&citpid=4,"Professor of Computer Science and Technology, Nanjing University","['software engineering', 'self-adaptive systems', 'reliability of machine learning']",@nju.edu.cn,http://cs.nju.edu.cn/xxm,2782,8752502527516415164,Nanjing University,China
354,Author,['basics'],_j4M4KEAAAAJ,AUTHOR_PROFILE_PAGE,Dave Epstein,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_j4M4KEAAAAJ&citpid=8,UC Berkeley,"['computer vision', 'unsupervised learning', 'generative modeling']",@eecs.berkeley.edu,https://dave.ml/,391,11816294095661060495,"University of California, Berkeley",USA
355,Author,['basics'],jLlBBl4AAAAJ,AUTHOR_PROFILE_PAGE,Dongmei Zhang,,Microsoft Research,"['Software Engineering', 'Machine Learning', 'Information Visualization']",@microsoft.com,,10772,,,
356,Author,['basics'],i7lw4LwAAAAJ,AUTHOR_PROFILE_PAGE,Shyam Upadhyay,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i7lw4LwAAAAJ&citpid=1,"Research Scientist, Google","['Natural Language Processing', 'Machine Learning']",@google.com,http://shyamupa.com/,1823,6518679690484165796,Google Inc.,USA
357,Author,['basics'],yryOvLwAAAAJ,AUTHOR_PROFILE_PAGE,Xiaogang Jin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yryOvLwAAAAJ&citpid=2,"Professor of the State Key Lab of CAD&CG, Zhejiang University","['Computer Animation', 'Computer Graphics', 'Virtual Reality', 'Digital Fashion', 'Autonomous Driving']",@cad.zju.edu.cn,http://www.cad.zju.edu.cn/home/jin,5004,1118375729466322660,Zhejiang University,China
358,Author,['basics'],k2SF4M0AAAAJ,AUTHOR_PROFILE_PAGE,Zheng LIU,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=k2SF4M0AAAAJ&citpid=1,"Researcher, Huawei","['information retrieval', 'natural language processing', 'search engine', 'question answering']",@ust.hk,https://zhengliu101.github.io/,1460,,,
359,Author,['basics'],j6rglkYAAAAJ,AUTHOR_PROFILE_PAGE,Xuemin Lin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j6rglkYAAAAJ&citpid=2,Chair Professor at Shanghai Jiaotong University,"['Graph', 'Spatial-Temporal', 'String', 'Uncertain Data']",@cse.unsw.edu.au,http://www.cse.unsw.edu.au/~lxue/,21817,,,
360,Author,['basics'],AOjx4xMAAAAJ,AUTHOR_PROFILE_PAGE,Qing Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AOjx4xMAAAAJ&citpid=2,Air Force Research Laboratory,"['Neuromorphic Computing', 'High Performance Computing', 'VLSI']",@us.af.mil,,12814,1199298960055465172,US Air Force Research Laboratory,USA
361,Author,['basics'],eOhSVi8AAAAJ,AUTHOR_PROFILE_PAGE,Xuanzhe Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eOhSVi8AAAAJ&citpid=18,Peking University | ACM Distinguished Scientist,"['Mobile Web', 'Machine Learning System', 'Serverless Computing']",@pku.edu.cn,http://www.liuxuanzhe.com/,6142,10725744176602846184,Peking University,China
362,Author,['basics'],fIoDWp8AAAAJ,AUTHOR_PROFILE_PAGE,Jack Snoeyink,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fIoDWp8AAAAJ&citpid=2,"Computer Science, UNC Chapel Hill","['Computational Geometry', 'Graph Drawing', 'GIS', 'Structural Molecular Biology']",@cs.unc.edu,,17881,13300367165038667747,University of North Carolina at Chapel Hill,USA
363,Author,['basics'],KKZVlOIAAAAJ,AUTHOR_PROFILE_PAGE,Mohammadamin Karbasforushan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KKZVlOIAAAAJ&citpid=2,"PhD Student, University of California, Santa Cruz","['Cryptography', 'Systems']",@ucsc.edu,https://akarbas.github.io/,6,6192028974562668508,"University of California, Santa Cruz",USA
364,Author,['basics'],4k0lzWwAAAAJ,AUTHOR_PROFILE_PAGE,Charalampos Papamanthou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4k0lzWwAAAAJ&citpid=2,Yale University,['Security and Cryptography'],@yale.edu,https://www.cs.yale.edu/homes/cpap,12427,3534443088967806588,Yale University,USA
365,Author,['basics'],-PWcE1YAAAAJ,AUTHOR_PROFILE_PAGE,Ran Canetti,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-PWcE1YAAAAJ&citpid=2,"Professor of Computer Science, Boston University",['computer science'],@bu.edu,,46229,18405750730531958119,Boston University,USA
366,Author,['basics'],U6pT5qAAAAAJ,AUTHOR_PROFILE_PAGE,Shihong Zou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U6pT5qAAAAAJ&citpid=1,"Associate Professor of Computer Science, Beijing University of Posts & Telecommunications","['mobile security', 'IoT security', 'blockchain', 'wireless networking']",@bupt.edu.cn,,2887,8426264526679338639,Beijing University of Posts and Telecommunications,China
367,Author,['basics'],ajvCoo4AAAAJ,AUTHOR_PROFILE_PAGE,Victor C. M. Leung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ajvCoo4AAAAJ&citpid=3,Shenzhen University / The University of British Columbia,"['communication systems', 'wireless networks', 'mobile systems']",@ieee.org,http://www.ece.ubc.ca/~vleung,59442,,,
368,Author,['basics'],iLE0_VAAAAAJ,AUTHOR_PROFILE_PAGE,Feng Yan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iLE0_VAAAAAJ&citpid=3,University of Houston,"['Big Data', 'Machine Learning/Deep Learning', 'Cloud Computing', 'High Performance Computing', 'Performance Evaluation']",@central.uh.edu,http://www.cs.uh.edu/~fyan/index.html,3283,12223153883015729764,University of Houston,USA
369,Author,['basics'],fLcb_QgAAAAJ,AUTHOR_PROFILE_PAGE,Jun Zhao,,"School of Marine Sciences, Sun Yat-sen University","['ocean optics', 'remote sensing', 'numerical modeling']",@mail.usf.edu,https://sites.google.com/site/jzocrs/,1625,,,
370,Author,['basics'],8R8FO9IAAAAJ,AUTHOR_PROFILE_PAGE,Minyi Guo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8R8FO9IAAAAJ&citpid=3,"IEEE Fellow, Chair Professor, Shanghai Jiao Tong University","['Parallel Computing', 'Compiler Optimization', 'Cloud Computing', 'Networking', 'Big Data']",@cs.sjtu.edu.cn,http://www.cs.sjtu.edu.cn/~guo-my,16466,11817969702535318711,Shanghai Jiao Tong University,China
371,Author,['basics'],j5CedGwAAAAJ,AUTHOR_PROFILE_PAGE,Kan-Leung Cheng,,"Student of Computer Science, University of Maryland",['Artificial Intelligence'],@cs.umd.edu,,163,2387997698019310735,University of Maryland,USA
372,Author,['basics'],LX6MnNsAAAAJ,AUTHOR_PROFILE_PAGE,Hong Chang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LX6MnNsAAAAJ&citpid=2,"Researcher at Institute of Computing Technology, Chinese Academy of Sciences","['Machine Learning', 'Computer Vision', 'Pattern Recognition']",@ict.ac.cn,http://vipl.ict.ac.cn/members/hchang,9603,8095408014149788983,"Institute of Computing Technology, Chinese Academy of Sciences",China
373,Author,['basics'],xwbHbUQAAAAJ,AUTHOR_PROFILE_PAGE,Shibo Hao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xwbHbUQAAAAJ&citpid=9,"Ph.D. student, UC San Diego","['natural language processing', 'machine learning', 'neuro-symbolic reasoning']",@ucsd.edu,https://ber666.github.io/,97,7549334305653538480,"University of California, San Diego",USA
374,Author,['basics'],rcxOjikAAAAJ,AUTHOR_PROFILE_PAGE,Wenxiao Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rcxOjikAAAAJ&citpid=3,Zhejiang University,"['Computer Vision', 'Deep Learning']",@zju.edu.cn,http://www.wenxiaowang.com/,609,1118375729466322660,Zhejiang University,China
375,Author,['basics'],5V852JcAAAAJ,AUTHOR_PROFILE_PAGE,Vyas Sekar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5V852JcAAAAJ&citpid=2,"Tan Family Chair in Electrical and Computer Engineering, Carnegie Mellon University","['Networking', 'Security', 'Systems']",@andrew.cmu.edu,https://users.ece.cmu.edu/~vsekar,20117,17554517495610703090,Carnegie Mellon University,USA
376,Author,['basics'],A8HajqIAAAAJ,AUTHOR_PROFILE_PAGE,Kun Zhao,,Xi'an Jiaotong University,"['mobile computing', 'IoT', 'wireless security', 'federated learning']",@xjtu.edu.cn,,1012,12584268802548929965,Xi'an Jiaotong University,China
377,Author,['basics'],jlZOlxIAAAAJ,AUTHOR_PROFILE_PAGE,Chang Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jlZOlxIAAAAJ&citpid=7,"Professor of Computer Science and Technology, Nanjing University","['Big data software engineering', 'intelligent software testing and analysis', 'adaptive and autonomous software systems']",@nju.edu.cn,http://cs.nju.edu.cn/changxu/,3094,8752502527516415164,Nanjing University,China
378,Author,['basics'],gg51qZYAAAAJ,AUTHOR_PROFILE_PAGE,Maosheng Ye,,HKUST,[],@connect.ust.hk,,414,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
379,Author,['basics'],m9v5N7EAAAAJ,AUTHOR_PROFILE_PAGE,Qi HU,,"PhD in CSE, HKUST","['Machine learning', 'Data mining', 'Privacy']",@connect.ust.hk,,1,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
380,Author,['basics'],VyFipuUAAAAJ,AUTHOR_PROFILE_PAGE,Huiru Xiao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VyFipuUAAAAJ&citpid=2,Hong Kong University of Science and Technology,"['Natural language processing', 'machine learning', 'statistics']",@connect.ust.hk,,24,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
381,Author,['basics'],FKLR3UwAAAAJ,AUTHOR_PROFILE_PAGE,Eleanna Kafeza,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FKLR3UwAAAAJ&citpid=1,"College of Technological Innovation, Zayed University","['Data Science', 'Social media analytics', 'Data mining', 'Time series analysis', 'behavioral analytics']",@zu.ac.ae,,1534,8914076557791766388,Zayed University,United Arab Emirates
382,Author,['basics'],3OlOXn4AAAAJ,AUTHOR_PROFILE_PAGE,Suining He,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3OlOXn4AAAAJ&citpid=6,"Ubiquitous and Urban Computing Lab, Computer Science and Engineering, University of Connecticut","['Human-Centered Computing', 'Socio-Technical System', 'Human-Centered AI', 'Mobile and Ubiquitous Computing']",@uconn.edu,http://hesuining.weebly.com/,2659,4789175759683815312,University of Connecticut,USA
383,Author,['basics'],kNhFWQIAAAAJ,AUTHOR_PROFILE_PAGE,Zhenwei Shi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kNhFWQIAAAAJ&citpid=2,"Professor at Image Processing Center, Beihang University, China","['Hyperspectral imaging', 'Remote Sensing', 'Signal and Image Processing', 'Pattern Recognition', 'Machine Learning']",@buaa.edu.cn,http://levir.buaa.edu.cn/,10661,4195491161237271030,Beihang University,China
384,Author,['basics'],6sRrxpAAAAAJ,AUTHOR_PROFILE_PAGE,Sathish Govindarajan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6sRrxpAAAAAJ&citpid=2,"Associate Professor, Computer Science, Indian Institute of Science","['Combinatorial and Computational Geometry', 'Graph Theory', 'Algorithms']",@csa.iisc.ernet.in,http://drona.csa.iisc.ernet.in/~gsat,379,17916768844747848345,Indian Institute of Science,India
385,Author,['basics'],hcvSNjUAAAAJ,AUTHOR_PROFILE_PAGE,Quang Hieu Vu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hcvSNjUAAAAJ&citpid=2,"Head of Data Platform, ZaloPay","['Cloud Computing', 'P2P', 'Network Security', 'Data Science']",@vng.com.vn,,2495,,,
386,Author,['basics'],5pKTRxEAAAAJ,AUTHOR_PROFILE_PAGE,Eric Xing,,"President at Mohamed bin Zayed University of AI, Professor of Computer Science, Carnegie Mellon U","['Machine Learning', 'ML Systems', 'Optimization', 'Statistics', 'Network Analysis']",@cs.cmu.edu,http://www.cs.cmu.edu/~epxing/,55564,17554517495610703090,Carnegie Mellon University,USA
387,Author,['basics'],xLFL4sMAAAAJ,AUTHOR_PROFILE_PAGE,Hao Dong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xLFL4sMAAAAJ&citpid=6,Peking University,"['Embodied AI', 'Robotic', 'Computer Vision']",@pku.edu.cn,http://zsdonghao.github.io/,4899,10725744176602846184,Peking University,China
388,Author,['basics'],47EBD1QAAAAJ,AUTHOR_PROFILE_PAGE,Xuanqing Liu,,"University of California, Los Angeles","['Machine Learning', 'Artificial Intelligence']",@cs.ucla.edu,http://xuanqing94.github.io/,2371,14108176128635076915,"University of California, Los Angeles",USA
389,Author,['basics'],RQnv70sAAAAJ,AUTHOR_PROFILE_PAGE,Gaoxiong Zeng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RQnv70sAAAAJ&citpid=16,Huawei Technologies,"['Computer Networks', 'Data Center Networking']",@huawei.com,https://gaoxiong.site/,243,1953016339157211197,Huawei Technologies,China
390,Author,['basics'],aC8RoC4AAAAJ,AUTHOR_PROFILE_PAGE,Bruno Altieri,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aC8RoC4AAAAJ&citpid=2,European Space Agency,"['galaxy clusters', 'gravitationally lensing clusters', 'infrared deep survey']",@esa.int,,27444,8902509285811886442,European Space Agency,France
391,Author,['basics'],GIToYFwAAAAJ,AUTHOR_PROFILE_PAGE,Pedro Sander,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GIToYFwAAAAJ&citpid=2,Hong Kong UST,['Computer Graphics'],@cse.ust.hk,http://www.cse.ust.hk/~psander,6247,,,
392,Author,['basics'],6H0mhLUAAAAJ,AUTHOR_PROFILE_PAGE,Ren Ng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6H0mhLUAAAAJ&citpid=2,"Professor in Computer Science, University of California, Berkeley","['Computational Imaging', 'Computer Graphics', 'Computer Vision', 'Human Vision', 'Machine Learning']",@berkeley.edu,,18387,11816294095661060495,"University of California, Berkeley",USA
393,Author,['basics'],PVdTviYAAAAJ,AUTHOR_PROFILE_PAGE,Songwu Lu,,"Professor of Computer Science, UCLA","['Wireless networking', 'mobile systems', 'cloud computing', 'network security']",@cs.ucla.edu,,29285,14108176128635076915,"University of California, Los Angeles",USA
394,Author,['basics'],s2XQ_oMAAAAJ,AUTHOR_PROFILE_PAGE,Baoxue Zhao,,ByteDance Inc,"['database', 'distributed and parallel system']",@cse.ust.hk,,24,,,
395,Author,['basics'],X9VrDxkAAAAJ,AUTHOR_PROFILE_PAGE,Vasa Curcin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X9VrDxkAAAAJ&citpid=2,"Professor of health informatics, King's College London","['Provenance', 'scientific workflows', 'health informatics']",@doc.ic.ac.uk,,4480,,,
396,Author,['basics'],nu1MTvEAAAAJ,AUTHOR_PROFILE_PAGE,Piyush Kumar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nu1MTvEAAAAJ&citpid=1,"Professor of Computer Science, Florida State University",['Algorithms'],@compgeom.com,http://piyush.compgeom.com/,3887,,,
397,Author,['basics'],OGdx-IUAAAAJ,AUTHOR_PROFILE_PAGE,Hoh Peter In,,"Professor of Computer Science, Korea University","['Software Engineering', 'Embedded System', 'Software Security', 'Autonomous and Adaptive Software']",@korea.ac.kr,,2835,9221596361916041997,Korea University,South Korea
398,Author,['basics'],71rdofMAAAAJ,AUTHOR_PROFILE_PAGE,xinyu xing,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=71rdofMAAAAJ&citpid=2,Northwestern University,['Security'],@northwestern.edu,http://xinyuxing.org/,3761,2800120650280650005,Northwestern University,USA
